,Name,Symbol,Date,High,Low,Open,Close,Volume,Year,Month,Variation Next Day,Variation Yesterday,Variation Last Week
41,XRP,XRP,2013-09-15 23:59:59,0.006516479887068272,0.006348669994622469,0.006348669994622469,0.006471769884228706,0.0,2013,9,0,0,0
42,XRP,XRP,2013-09-16 23:59:59,0.007080140057951213,0.006244230084121227,0.0064960899762809285,0.007056159898638725,0.0,2013,9,0,0,0
43,XRP,XRP,2013-09-17 23:59:59,0.009658199734985828,0.007058400195091963,0.007085979916155337,0.009612930007278921,0.0,2013,9,0,0,0
44,XRP,XRP,2013-09-18 23:59:59,0.010870999656617641,0.00959508027881384,0.009616579860448836,0.01078190002590418,0.0,2013,9,0,0,0
45,XRP,XRP,2013-09-19 23:59:59,0.011150600388646126,0.010773699730634691,0.010773699730634691,0.01095779985189438,0.0,2013,9,1,0,0
46,XRP,XRP,2013-09-20 23:59:59,0.011142100207507609,0.010084399953484535,0.010962000116705894,0.010113099589943886,0.0,2013,9,1,1,0
47,XRP,XRP,2013-09-21 23:59:59,0.010122800245881079,0.009642589837312698,0.010105899535119534,0.009700270369648932,0.0,2013,9,0,1,0
48,XRP,XRP,2013-09-22 23:59:59,0.010551599785685541,0.009689459577202795,0.009733759798109531,0.010406100191175938,0.0,2013,9,1,0,0
49,XRP,XRP,2013-09-23 23:59:59,0.01069829985499382,0.009994720108807087,0.010394800454378128,0.010007699951529505,0.0,2013,9,0,1,0
50,XRP,XRP,2013-09-24 23:59:59,0.010466700419783592,0.01000870019197464,0.01001570001244545,0.010448399931192398,0.0,2013,9,1,0,0
51,XRP,XRP,2013-09-25 23:59:59,0.010728100314736366,0.010432899929583073,0.010459099896252157,0.010432899929583073,0.0,2013,9,0,1,1
52,XRP,XRP,2013-09-26 23:59:59,0.012093599885702131,0.010432099923491478,0.010432099923491478,0.011713399551808834,0.0,2013,9,0,0,0
53,XRP,XRP,2013-09-27 23:59:59,0.014674499630928041,0.011764500290155409,0.011764500290155409,0.014565999619662762,0.0,2013,9,1,0,0
54,XRP,XRP,2013-09-28 23:59:59,0.014966400340199469,0.013780799694359304,0.014966400340199469,0.013835200108587742,0.0,2013,9,1,1,0
55,XRP,XRP,2013-09-29 23:59:59,0.014253499917685987,0.012856500223279,0.01384699996560812,0.012867799960076807,0.0,2013,9,1,1,0
56,XRP,XRP,2013-09-30 23:59:59,0.012849999591708185,0.01054299995303154,0.012849999591708185,0.010932300239801409,0.0,2013,9,1,1,0
57,XRP,XRP,2013-10-01 23:59:59,0.012447199784219263,0.010517200455069542,0.010905999690294266,0.010528700426220894,0.0,2013,10,1,1,0
58,XRP,XRP,2013-10-02 23:59:59,0.010518399998545648,0.0071458700112998486,0.010518399998545648,0.007862269878387451,0.0,2013,10,0,1,1
59,XRP,XRP,2013-10-03 23:59:59,0.00911169033497572,0.0077068698592484,0.007778729777783155,0.00911169033497572,0.0,2013,10,0,0,1
60,XRP,XRP,2013-10-04 23:59:59,0.010012499988079071,0.008921589702367783,0.008921589702367783,0.009873139671981336,0.0,2013,10,1,0,1
61,XRP,XRP,2013-10-05 23:59:59,0.009750000201165676,0.00911979004740715,0.009675590321421623,0.009487990289926529,0.0,2013,10,0,1,1
62,XRP,XRP,2013-10-06 23:59:59,0.01059910003095865,0.009473959915339948,0.009473959915339948,0.009819069877266884,0.0,2013,10,1,0,1
63,XRP,XRP,2013-10-07 23:59:59,0.009668559767305851,0.009197359904646872,0.009668559767305851,0.00923957023769617,0.0,2013,10,0,1,1
64,XRP,XRP,2013-10-08 23:59:59,0.009748980402946472,0.009113569743931292,0.009225020185112951,0.009450689889490604,0.0,2013,10,0,0,1
65,XRP,XRP,2013-10-09 23:59:59,0.009746829979121685,0.009391340427100658,0.009439440444111824,0.009663130156695844,0.0,2013,10,0,0,0
66,XRP,XRP,2013-10-10 23:59:59,0.010114800184965134,0.009621559642255306,0.00966165028512478,0.009860670194029808,0.0,2013,10,1,0,0
67,XRP,XRP,2013-10-11 23:59:59,0.009892510250210762,0.008916630409657955,0.00988364964723587,0.008970079943537712,0.0,2013,10,0,1,1
68,XRP,XRP,2013-10-12 23:59:59,0.009407729841768742,0.008484720252454279,0.008911820128560066,0.009382049553096294,0.0,2013,10,1,0,1
69,XRP,XRP,2013-10-13 23:59:59,0.00940981041640043,0.008183830417692661,0.009382049553096294,0.008411670103669167,0.0,2013,10,0,1,1
70,XRP,XRP,2013-10-14 23:59:59,0.008760220371186733,0.008400940336287022,0.008484690450131893,0.008489060215651989,0.0,2013,10,1,0,1
71,XRP,XRP,2013-10-15 23:59:59,0.00850415974855423,0.007934530265629292,0.00850415974855423,0.008051009848713875,0.0,2013,10,1,1,1
72,XRP,XRP,2013-10-16 23:59:59,0.008131160400807858,0.007177200168371201,0.008068010210990906,0.007304749917238952,0.0,2013,10,0,1,1
73,XRP,XRP,2013-10-17 23:59:59,0.008415349759161472,0.007286929991096258,0.007297569885849953,0.008342930115759373,0.0,2013,10,1,0,1
74,XRP,XRP,2013-10-18 23:59:59,0.008432299830019474,0.007645939942449331,0.00834977999329567,0.007942469790577887,0.0,2013,10,1,1,1
75,XRP,XRP,2013-10-19 23:59:59,0.008023880422115326,0.0067787799052894115,0.007939919829368591,0.0072519201785326,0.0,2013,10,1,1,1
76,XRP,XRP,2013-10-20 23:59:59,0.007570019923150539,0.006582649890333414,0.007219950202852486,0.006699650082737207,0.0,2013,10,1,1,1
77,XRP,XRP,2013-10-21 23:59:59,0.006931719835847615,0.006614380050450563,0.006706859916448593,0.006634269841015339,0.0,2013,10,0,1,1
78,XRP,XRP,2013-10-22 23:59:59,0.006953670177608728,0.006527290213853121,0.006650300230830908,0.0068453801795840255,0.0,2013,10,0,0,1
79,XRP,XRP,2013-10-23 23:59:59,0.00787311978638172,0.006795499939471483,0.006828510202467442,0.00787311978638172,0.0,2013,10,0,0,0
80,XRP,XRP,2013-10-24 23:59:59,0.008813429623842241,0.006500970106571914,0.00790604017674923,0.008595890365540981,0.0,2013,10,1,0,0
81,XRP,XRP,2013-10-25 23:59:59,0.008745520375669003,0.0065056998282670975,0.008569830097258091,0.006860190071165562,0.0,2013,10,1,1,1
82,XRP,XRP,2013-10-26 23:59:59,0.006888119969516993,0.005990040022879839,0.006888119969516993,0.0060644098557531825,0.0,2013,10,0,1,1
83,XRP,XRP,2013-10-27 23:59:59,0.0068424101918935784,0.006039780098944902,0.006039780098944902,0.0068424101918935784,0.0,2013,10,1,0,0
84,XRP,XRP,2013-10-28 23:59:59,0.00683439988642931,0.005941989831626415,0.00683439988642931,0.005941989831626415,0.0,2013,10,0,1,1
85,XRP,XRP,2013-10-29 23:59:59,0.006000380031764507,0.0058114901185035706,0.005941989831626415,0.005998089909553528,0.0,2013,10,1,0,1
86,XRP,XRP,2013-10-30 23:59:59,0.006209180224686861,0.0057973600924015045,0.0060142199508845815,0.005854310002177954,0.0,2013,10,0,1,1
87,XRP,XRP,2013-10-31 23:59:59,0.006092859897762537,0.0058225197717547425,0.005852799862623215,0.006072860211133957,0.0,2013,10,0,0,1
88,XRP,XRP,2013-11-01 23:59:59,0.006356270052492618,0.006024070084095,0.006075100041925907,0.006353499833494425,0.0,2013,11,0,0,1
89,XRP,XRP,2013-11-02 23:59:59,0.006848520133644342,0.006219290196895599,0.006346489768475294,0.006814420223236084,0.0,2013,11,0,0,0
90,XRP,XRP,2013-11-03 23:59:59,0.007383449934422971,0.006763489916920662,0.006806820165365934,0.007160250097513199,0.0,2013,11,1,0,0
91,XRP,XRP,2013-11-04 23:59:59,0.0074503300711512566,0.0069077201187610635,0.007147260010242462,0.007011089939624071,0.0,2013,11,0,1,0
92,XRP,XRP,2013-11-05 23:59:59,0.007304899860173464,0.006471579894423485,0.007014459930360317,0.007150160148739816,0.0,2013,11,0,0,0
93,XRP,XRP,2013-11-06 23:59:59,0.007832149975001812,0.0071367500349879265,0.0071367500349879265,0.007775660138577224,0.0,2013,11,0,0,0
94,XRP,XRP,2013-11-07 23:59:59,0.009045789949595928,0.007748620118945838,0.007751369848847389,0.008938860148191452,0.0,2013,11,0,0,0
95,XRP,XRP,2013-11-08 23:59:59,0.010775900445878506,0.00896493997424841,0.008983129635453224,0.010721500031650066,0.0,2013,11,1,0,0
96,XRP,XRP,2013-11-09 23:59:59,0.011128899641335009,0.008403250016272068,0.010678599588572979,0.008652529679238794,0.0,2013,11,1,1,0
97,XRP,XRP,2013-11-10 23:59:59,0.008907100185751915,0.007052119821310043,0.008859350346028805,0.008609400130808353,0.0,2013,11,0,1,0
98,XRP,XRP,2013-11-11 23:59:59,0.00930177979171276,0.008238449692726134,0.008594599552452564,0.008680859580636023,0.0,2013,11,0,0,0
99,XRP,XRP,2013-11-12 23:59:59,0.00956816039979458,0.008675250224769115,0.008696580305695534,0.009556760080158709,0.0,2013,11,0,0,0
100,XRP,XRP,2013-11-13 23:59:59,0.011665700003504751,0.009564450010657309,0.009577999822795393,0.01084589958190918,0.0,2013,11,1,0,0
101,XRP,XRP,2013-11-14 23:59:59,0.011190700344741344,0.009305279701948166,0.010820300318300724,0.009646279737353323,0.0,2013,11,0,1,0
102,XRP,XRP,2013-11-15 23:59:59,0.010115199722349644,0.00922104995697737,0.00962809007614851,0.0096847303211689,0.0,2013,11,0,0,1
103,XRP,XRP,2013-11-16 23:59:59,0.010429199784994124,0.009629850275814531,0.009669199585914612,0.010139600373804571,0.0,2013,11,0,0,0
104,XRP,XRP,2013-11-17 23:59:59,0.010670100338757038,0.009980490431189535,0.010156700387597084,0.010208800435066223,0.0,2013,11,0,0,0
105,XRP,XRP,2013-11-18 23:59:59,0.011719199828803541,0.00903495028614998,0.010301499627530577,0.010917600244283676,0.0,2013,11,1,0,0
106,XRP,XRP,2013-11-19 23:59:59,0.011880699545145037,0.0055609499104321,0.010602399706840515,0.00722526991739869,0.0,2013,11,0,1,1
107,XRP,XRP,2013-11-20 23:59:59,0.007546570152044295,0.005685789976269007,0.007133849896490573,0.007466699928045274,0.0,2013,11,0,0,1
108,XRP,XRP,2013-11-21 23:59:59,0.010080499574542046,0.007296349853277206,0.007510799914598466,0.009935259819030762,0.0,2013,11,1,0,0
109,XRP,XRP,2013-11-22 23:59:59,0.00997965969145298,0.008595569990575314,0.009957820177078249,0.009717400185763836,0.0,2013,11,0,1,0
110,XRP,XRP,2013-11-23 23:59:59,0.010547400452196598,0.009554560296237469,0.009554560296237469,0.009797509759664536,0.0,2013,11,0,0,1
111,XRP,XRP,2013-11-24 23:59:59,0.01181199960410595,0.009064310230314732,0.009772960096597672,0.011667899787425995,0.0,2013,11,0,0,0
112,XRP,XRP,2013-11-25 23:59:59,0.01844440028071404,0.011742199771106243,0.011742199771106243,0.01820800080895424,0.0,2013,11,0,0,0
113,XRP,XRP,2013-11-26 23:59:59,0.030394600704312325,0.018758999183773998,0.01885790005326271,0.029912499710917476,0.0,2013,11,1,0,0
114,XRP,XRP,2013-11-27 23:59:59,0.029990699142217636,0.022350000217556957,0.029990699142217636,0.024095799773931503,0.0,2013,11,0,1,0
115,XRP,XRP,2013-11-28 23:59:59,0.030110700055956837,0.027837900444865227,0.02787940017879009,0.028981300070881844,0.0,2013,11,0,0,0
116,XRP,XRP,2013-11-29 23:59:59,0.031560901552438736,0.0283656008541584,0.029263800010085106,0.030986299738287926,0.0,2013,11,0,0,0
117,XRP,XRP,2013-11-30 23:59:59,0.03838619962334633,0.030338000506162643,0.0308998990803957,0.03838619962334633,0.0,2013,11,0,0,0
118,XRP,XRP,2013-12-01 23:59:59,0.05502939969301224,0.03916040062904358,0.03916040062904358,0.05149649828672409,0.0,2013,12,0,0,0
119,XRP,XRP,2013-12-02 23:59:59,0.06126749888062478,0.05213949829339981,0.05238369852304458,0.05525210127234459,0.0,2013,12,1,0,0
120,XRP,XRP,2013-12-03 23:59:59,0.05541469901800156,0.04807579889893532,0.05541469901800156,0.048671700060367584,0.0,2013,12,0,1,0
121,XRP,XRP,2013-12-04 23:59:59,0.058845799416303635,0.04826420173048973,0.048551298677921295,0.058692101389169686,0.0,2013,12,1,0,0
122,XRP,XRP,2013-12-05 23:59:59,0.06144490092992784,0.048921599984169006,0.05877159908413888,0.05515290051698685,0.0,2013,12,1,1,0
123,XRP,XRP,2013-12-06 23:59:59,0.0550088994204998,0.04221149906516075,0.0550088994204998,0.04221149906516075,0.0,2013,12,1,1,0
124,XRP,XRP,2013-12-07 23:59:59,0.04359009861946106,0.031252600252628326,0.0422075018286705,0.03306649997830391,0.0,2013,12,0,1,1
125,XRP,XRP,2013-12-08 23:59:59,0.03686869889497757,0.03159390017390251,0.032756198197603226,0.03645550087094307,0.0,2013,12,0,0,1
126,XRP,XRP,2013-12-09 23:59:59,0.041491199284791946,0.035702399909496314,0.03636069968342781,0.03893020004034042,0.0,2013,12,0,0,1
127,XRP,XRP,2013-12-10 23:59:59,0.04417410120368004,0.03888989984989166,0.03888989984989166,0.043783698230981834,0.0,2013,12,1,0,1
128,XRP,XRP,2013-12-11 23:59:59,0.04434160143136978,0.03632169961929321,0.043818101286888116,0.03793739899992943,0.0,2013,12,1,1,1
129,XRP,XRP,2013-12-12 23:59:59,0.0388323999941349,0.03424140065908432,0.03812149912118912,0.034650299698114395,0.0,2013,12,0,1,1
130,XRP,XRP,2013-12-13 23:59:59,0.03689739853143692,0.03392209857702255,0.034648600965738297,0.035145100206136703,0.0,2013,12,1,0,1
131,XRP,XRP,2013-12-14 23:59:59,0.03543129935860634,0.031940501183271415,0.03543129935860634,0.031940501183271415,0.0,2013,12,1,1,1
132,XRP,XRP,2013-12-15 23:59:59,0.03203890100121498,0.028414400294423107,0.03203890100121498,0.02913689985871315,0.0,2013,12,1,1,1
133,XRP,XRP,2013-12-16 23:59:59,0.029276100918650624,0.020862199366092682,0.02921189926564693,0.021564599126577374,0.0,2013,12,1,1,1
134,XRP,XRP,2013-12-17 23:59:59,0.021611899137496948,0.018043100833892826,0.021398600190877914,0.0183131992816925,0.0,2013,12,1,1,1
135,XRP,XRP,2013-12-18 23:59:59,0.01857130043208599,0.012325099669396877,0.017970899119973183,0.015852499753236767,0.0,2013,12,0,1,1
136,XRP,XRP,2013-12-19 23:59:59,0.021546099334955212,0.01531319972127676,0.01578300073742866,0.021073099225759503,0.0,2013,12,1,0,1
137,XRP,XRP,2013-12-20 23:59:59,0.023278899490833282,0.01985220052301884,0.021140800788998604,0.02085099928081036,0.0,2013,12,0,1,1
138,XRP,XRP,2013-12-21 23:59:59,0.02257150039076805,0.02030470035970211,0.02097879908978939,0.02168379910290241,0.0,2013,12,0,0,1
139,XRP,XRP,2013-12-22 23:59:59,0.02383900061249733,0.02095890045166016,0.02157069928944111,0.021716000512242317,0.0,2013,12,0,0,1
140,XRP,XRP,2013-12-23 23:59:59,0.02396479994058609,0.02148520015180111,0.02157099917531013,0.023702200502157208,0.0,2013,12,1,0,0
141,XRP,XRP,2013-12-24 23:59:59,0.0241238996386528,0.022305099293589592,0.023698100820183757,0.02257479913532734,0.0,2013,12,1,1,0
142,XRP,XRP,2013-12-25 23:59:59,0.02259949967265129,0.02143389917910099,0.02259949967265129,0.022041600197553638,0.0,2013,12,0,1,0
143,XRP,XRP,2013-12-26 23:59:59,0.024890899658203125,0.0220975000411272,0.0220975000411272,0.02438490092754364,0.0,2013,12,0,0,0
144,XRP,XRP,2013-12-27 23:59:59,0.027123000472784042,0.023527400568127632,0.02442649938166141,0.027075599879026413,148422.0,2013,12,0,0,0
145,XRP,XRP,2013-12-28 23:59:59,0.028106499463319782,0.026628699153661728,0.027553899213671684,0.027303200215101242,143404.0,2013,12,1,0,0
146,XRP,XRP,2013-12-29 23:59:59,0.02753539942204952,0.026627000421285633,0.02731139957904816,0.027217600494623184,56771.6015625,2013,12,0,1,0
147,XRP,XRP,2013-12-30 23:59:59,0.027750099077820774,0.02698490023612976,0.02705530077219009,0.02746020071208477,72634.3984375,2013,12,1,0,0
148,XRP,XRP,2013-12-31 23:59:59,0.02773780003190041,0.02702230028808117,0.027674799785017967,0.02733010053634644,63620.6015625,2013,12,1,1,0
149,XRP,XRP,2014-01-01 23:59:59,0.02780969999730587,0.02681449986994266,0.027365099638700485,0.02694449946284294,58533.3984375,2014,1,0,1,0
150,XRP,XRP,2014-01-02 23:59:59,0.029429800808429718,0.02643929980695248,0.027014300227165226,0.02872559987008572,128914.0,2014,1,1,0,0
151,XRP,XRP,2014-01-03 23:59:59,0.029018400236964226,0.027319600805640217,0.028788499534130093,0.027627399191260338,89779.796875,2014,1,0,1,0
152,XRP,XRP,2014-01-04 23:59:59,0.028370799496769905,0.026793800294399258,0.02778100036084652,0.028129300102591515,60973.3984375,2014,1,1,0,0
153,XRP,XRP,2014-01-05 23:59:59,0.02966750040650368,0.02488959953188896,0.028097700327634808,0.025229500606656075,200438.0,2014,1,0,1,1
154,XRP,XRP,2014-01-06 23:59:59,0.027384599670767784,0.02427620068192482,0.02529760077595711,0.025700299069285396,184478.0,2014,1,1,0,1
155,XRP,XRP,2014-01-07 23:59:59,0.026409100741148,0.02298619970679283,0.025798700749874115,0.02298619970679283,73760.703125,2014,1,0,1,1
156,XRP,XRP,2014-01-08 23:59:59,0.02472309954464436,0.02225659973919392,0.02282460033893585,0.0232273992151022,82940.8984375,2014,1,1,0,1
157,XRP,XRP,2014-01-09 23:59:59,0.02337609976530075,0.021194899454712868,0.022996500134468082,0.022368399426341057,100357.0,2014,1,0,1,1
158,XRP,XRP,2014-01-10 23:59:59,0.02290330082178116,0.021744199097156525,0.02236709930002689,0.022837400436401367,64110.69921875,2014,1,0,0,1
159,XRP,XRP,2014-01-11 23:59:59,0.024232499301433563,0.022575100883841515,0.022721100598573685,0.024018799886107445,70390.3984375,2014,1,1,0,1
160,XRP,XRP,2014-01-12 23:59:59,0.024396199733018875,0.02204350009560585,0.024161800742149356,0.02204350009560585,42580.69921875,2014,1,1,1,1
161,XRP,XRP,2014-01-13 23:59:59,0.021991599351167682,0.02065669931471348,0.021960899233818054,0.02166439965367317,15328.0,2014,1,1,1,1
162,XRP,XRP,2014-01-14 23:59:59,0.022000299766659737,0.02103159949183464,0.02172389999032021,0.021185800433158875,41916.1015625,2014,1,0,1,1
163,XRP,XRP,2014-01-15 23:59:59,0.022393900901079174,0.021122200414538383,0.021182000637054443,0.022221099585294724,25188.900390625,2014,1,1,0,1
164,XRP,XRP,2014-01-16 23:59:59,0.02234330028295517,0.02102359943091869,0.022205399349331856,0.02102359943091869,58850.8984375,2014,1,1,1,1
165,XRP,XRP,2014-01-17 23:59:59,0.021147599443793297,0.020097700878977776,0.02098979987204075,0.020529700443148613,72572.3984375,2014,1,0,1,1
166,XRP,XRP,2014-01-18 23:59:59,0.02137410081923008,0.020558500662446026,0.020558500662446026,0.0212785005569458,21242.30078125,2014,1,1,0,1
167,XRP,XRP,2014-01-19 23:59:59,0.02142030000686645,0.0203332994133234,0.021314000710844997,0.02087539993226528,69842.296875,2014,1,1,1,1
168,XRP,XRP,2014-01-20 23:59:59,0.021040700376033783,0.019618399441242215,0.020885700359940532,0.01985630020499229,67712.0,2014,1,0,1,1
169,XRP,XRP,2014-01-21 23:59:59,0.020180299878120426,0.01964199915528297,0.019849199801683426,0.01992730051279068,82453.0,2014,1,1,0,1
170,XRP,XRP,2014-01-22 23:59:59,0.020019600167870518,0.019227400422096246,0.019985700026154518,0.019388599321246147,60703.1015625,2014,1,1,1,1
171,XRP,XRP,2014-01-23 23:59:59,0.01946130022406578,0.018473200500011444,0.019385499879717827,0.01853450015187264,106755.0,2014,1,1,1,1
172,XRP,XRP,2014-01-24 23:59:59,0.0185249000787735,0.017709100618958473,0.0185249000787735,0.018126100301742557,136622.0,2014,1,0,1,1
173,XRP,XRP,2014-01-25 23:59:59,0.01934799924492836,0.01803700067102909,0.01810720004141331,0.01914140023291111,75029.0,2014,1,0,0,1
174,XRP,XRP,2014-01-26 23:59:59,0.0202517993748188,0.018969399854540825,0.019132100045681,0.02012849971652031,77411.203125,2014,1,1,0,1
175,XRP,XRP,2014-01-27 23:59:59,0.02052979916334152,0.018588600680232048,0.02011300064623356,0.01896660029888153,124685.0,2014,1,0,1,1
176,XRP,XRP,2014-01-28 23:59:59,0.021100200712680817,0.01935639977455139,0.019361700862646103,0.02060529962182045,100169.0,2014,1,1,0,0
177,XRP,XRP,2014-01-29 23:59:59,0.02064960077404976,0.02002380043268204,0.020540600642561916,0.020336700603365898,73133.796875,2014,1,1,1,0
178,XRP,XRP,2014-01-30 23:59:59,0.02061850018799305,0.0198976993560791,0.02032599970698357,0.02033660002052784,90862.3984375,2014,1,0,1,0
179,XRP,XRP,2014-01-31 23:59:59,0.020578499883413315,0.02012130059301853,0.02032170072197914,0.020503999665379524,98528.703125,2014,1,0,0,0
180,XRP,XRP,2014-02-01 23:59:59,0.021141700446605682,0.020431699231266972,0.02051940001547337,0.020698100328445438,123949.0,2014,2,0,0,0
181,XRP,XRP,2014-02-02 23:59:59,0.021883700042963028,0.02073349989950657,0.020744999870657917,0.02156019955873489,112301.0,2014,2,1,0,0
182,XRP,XRP,2014-02-03 23:59:59,0.02165289968252182,0.021183600649237636,0.02153090015053749,0.021401500329375267,74738.796875,2014,2,1,1,0
183,XRP,XRP,2014-02-04 23:59:59,0.021586399525403976,0.020974000915884968,0.02139990031719208,0.02099739946424961,75453.1015625,2014,2,1,1,0
184,XRP,XRP,2014-02-05 23:59:59,0.02106969989836216,0.02035720087587833,0.02104810066521168,0.02035720087587833,54085.0,2014,2,1,1,0
185,XRP,XRP,2014-02-06 23:59:59,0.020652500912547108,0.019419899210333824,0.020449500530958176,0.0197525005787611,97666.796875,2014,2,1,1,1
186,XRP,XRP,2014-02-07 23:59:59,0.019780099391937256,0.016605699434876442,0.019780099391937256,0.01837739907205105,153029.0,2014,2,1,1,1
187,XRP,XRP,2014-02-08 23:59:59,0.01860599964857101,0.017174199223518368,0.01804639957845211,0.017486799508333206,54013.30078125,2014,2,1,1,1
188,XRP,XRP,2014-02-09 23:59:59,0.018314899876713756,0.016997400671243668,0.017423000186681747,0.017389800399541855,64662.3984375,2014,2,1,1,1
189,XRP,XRP,2014-02-10 23:59:59,0.018304599449038502,0.01347550004720688,0.017361000180244446,0.01667650043964386,38466.19921875,2014,2,0,1,1
190,XRP,XRP,2014-02-11 23:59:59,0.018497200682759285,0.01576860062777996,0.018172599375247955,0.01768139936029911,63155.3984375,2014,2,1,0,1
191,XRP,XRP,2014-02-12 23:59:59,0.017830800265073776,0.015536700375378132,0.01769690029323101,0.017173800617456436,67225.8984375,2014,2,1,1,1
